Market,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1
Phoenix - AZ,4481935.0,4499287.0,4517881.0,4536451.0,4555117.0,4573189.0,4589598.0,4605842.0,4621485.0,4637000.0,4654500.0,4671604.0,4688639.0,4705474.0,4725141.0,4744590.0,4763739.0,4783049.0,4804604.0,4825763.0,4845832.0,4875246.0,4893115.0,4910296.0,4928059.0,4948431.0,4965054.0,4983379.0,5001408.0,5020870.0,5032509.0,5044830.0,5057754.0,5070110.0,5085585.0,5101834.0,5119315.0,5137049.0,5154877.0,5172526.0
Pittsburgh - PA,2367753.0,2368024.0,2368251.0,2368480.0,2368720.0,2368923.0,2369183.0,2369434.0,2369647.0,2369855.0,2370070.0,2370260.0,2370451.0,2370631.0,2370709.0,2370776.0,2370828.0,2370895.0,2370944.0,2370970.0,2370930.0,2369353.0,2368071.0,2366459.0,2365130.0,2365051.0,2360012.0,2355784.0,2351417.0,2347720.0,2345041.0,2342680.0,2340598.0,2338253.0,2337515.0,2337087.0,2337163.0,2337570.0,2337972.0,2338214.0
Port St. Lucie - FL,447351.40625,449512.21875,452006.40625,454500.0,457005.3125,459452.78125,461394.09375,463321.0,465189.5,467047.09375,468807.3125,470530.21875,472248.6875,473949.71875,475719.40625,477470.21875,479194.0,480937.09375,483237.3125,485500.625,487657.0,490112.0,493651.625,497121.3125,500649.40625,504443.0,508398.28125,512527.21875,516625.90625,520873.0,525082.375,529227.875,533163.5625,536901.125,538130.375,539130.125,539959.5,540810.75,541823.9375,542995.5
Portland - ME,530921.875,531591.5,532600.8125,533613.5625,534644.4375,535611.8125,536627.9375,537630.625,538568.9375,539498.25,540651.4375,541764.6875,542876.5,543971.3125,545142.1875,546295.0,547420.4375,548571.4375,549692.625,550775.0625,551740.0,552577.0,553959.75,555265.0625,556636.25,558302.0,559348.8125,560587.5,561792.9375,563159.0,563876.3125,564670.125,565531.3125,566329.0,567135.625,567777.375,568308.875,568947.1875,569529.5,570077.5
Portland - OR,2380565.0,2390064.0,2401415.0,2412778.0,2424219.0,2435371.0,2442740.0,2450046.0,2457055.0,2464021.0,2468657.0,2473109.0,2477550.0,2481911.0,2486200.0,2490404.0,2494479.0,2498667.0,2503697.0,2508547.0,2512859.0,2518160.0,2517913.0,2517315.0,2517018.0,2518051.0,2515017.0,2512848.0,2510530.0,2508928.0,2508374.0,2508161.0,2508247.0,2508050.0,2513713.0,2520185.0,2525975.0,2531699.0,2537445.0,2543039.0
Poughkeepsie - NY,396022.875,395906.59375,395789.09375,395672.78125,395559.125,395439.3125,395337.09375,395234.0,395124.59375,395014.90625,394904.0,394789.625,394675.6875,394560.59375,394424.28125,394286.90625,394147.1875,394011.09375,393873.1875,393731.90625,393579.0,393536.0,394368.5,395145.90625,395970.21875,397004.0,396614.5,396361.375,396084.6875,395921.0,395690.5,395513.6875,395384.1875,395210.0,395686.71875,395386.6875,395406.71875,395454.0,395479.625,395516.21875
Providence - RI,1632242.0,1634614.0,1637119.0,1639690.0,1642396.0,1645049.0,1647854.0,1650732.0,1653534.0,1656375.0,1659222.0,1662046.0,1664839.0,1667599.0,1668615.0,1669586.0,1670591.0,1671622.0,1673431.0,1675187.0,1676579.0,1673216.0,1673978.0,1674506.0,1675234.0,1676848.0,1675531.0,1674790.0,1673949.0,1673586.0,1674417.0,1675475.0,1676733.0,1677803.0,1679369.0,1681148.0,1683184.0,1685193.0,1687316.0,1689430.0
Provo - UT,586720.0,590037.1875,594891.125,599751.6875,604635.625,609450.625,613978.1875,618493.5,622937.3125,627372.8125,631397.5625,635378.1875,639358.8125,643321.4375,647106.0625,650871.1875,654605.0,658371.0,662717.75,667021.3125,671185.0,675414.0,681045.5,686580.3125,692195.375,698178.0,702242.8125,706547.75,710810.9375,715278.0,719411.9375,723642.8125,727960.5625,732197.0,734528.375,736876.5625,739187.6875,741533.6875,744115.1875,746903.375
Raleigh - NC,1266274.0,1273700.0,1281856.0,1290018.0,1298221.0,1306267.0,1313957.0,1321612.0,1329107.0,1336576.0,1343495.0,1350312.0,1357123.0,1363889.0,1371163.0,1378389.0,1385542.0,1392757.0,1399999.0,1407142.0,1413982.0,1417455.0,1425825.0,1433995.0,1442332.0,1451435.0,1458160.0,1465384.0,1472521.0,1480080.0,1487170.0,1494460.0,1501930.0,1509231.0,1515345.0,1521309.0,1527124.0,1532962.0,1538739.0,1544503.0
Reading - PA,419510.0,419825.40625,420173.09375,420523.09375,420886.90625,421200.59375,421834.40625,422457.625,423030.09375,423595.40625,424502.59375,425378.59375,426253.28125,427114.90625,427276.5,427423.40625,427548.40625,427692.90625,428129.40625,428535.09375,428849.0,428671.0,428874.5,429018.1875,429213.1875,429635.0,429990.8125,430494.1875,430972.0,431573.0,431827.5,432140.40625,432505.0,432821.0,432972.1875,433211.40625,433614.8125,434056.21875,434502.40625,434936.625
Reno - NV,450326.90625,452103.6875,454220.09375,456340.90625,458478.3125,460562.71875,462564.09375,464555.3125,466492.09375,468422.09375,470643.0,472830.5,475017.90625,477191.8125,479441.1875,481675.8125,483887.5,486122.90625,487670.90625,489185.3125,490596.0,491818.0,493430.90625,494974.5,496576.8125,498442.0,498968.40625,499666.0,500334.0,501145.0,501341.71875,501606.40625,501930.90625,502199.0,503712.3125,505283.8125,506994.0,508721.3125,510455.8125,512169.96875
Richmond - VA,1275497.0,1278740.0,1282097.0,1285461.0,1288869.0,1292124.0,1295401.0,1298646.0,1301735.0,1304802.0,1308152.0,1311405.0,1314654.0,1317861.0,1320992.0,1324079.0,1327099.0,1330180.0,1333182.0,1336091.0,1338713.0,1340979.0,1343378.0,1345588.0,1347959.0,1351043.0,1353743.0,1356907.0,1359991.0,1363464.0,1366329.0,1369379.0,1372592.0,1375652.0,1377974.0,1380421.0,1382889.0,1385375.0,1387905.0,1390443.0
Rochester - NY,1086951.0,1087174.0,1087375.0,1087576.0,1087781.0,1087967.0,1088178.0,1088384.0,1088571.0,1088755.0,1088940.0,1089114.0,1089285.0,1089451.0,1089569.0,1089680.0,1089783.0,1089892.0,1089991.0,1090079.0,1090135.0,1087563.0,1086944.0,1086174.0,1085534.0,1085467.0,1083609.0,1082123.0,1080573.0,1079331.0,1078494.0,1077804.0,1077242.0,1076559.0,1075886.0,1075252.0,1074631.0,1074073.0,1073686.0,1073598.0
Sacramento - CA,2271224.0,2278563.0,2286324.0,2294100.0,2301953.0,2309533.0,2317374.0,2325156.0,2332662.0,2340127.0,2346442.0,2352583.0,2358716.0,2364775.0,2370361.0,2375866.0,2381251.0,2386747.0,2390577.0,2394236.0,2397382.0,2400029.0,2401987.0,2403611.0,2405521.0,2408702.0,2410120.0,2412365.0,2414467.0,2417259.0,2417774.0,2418617.0,2419749.0,2420608.0,2422013.0,2424362.0,2427734.0,2431337.0,2434851.0,2438174.0
Saint Louis - MO,2819000.0,2820229.0,2820014.0,2819813.0,2819703.0,2819256.0,2819742.0,2820154.0,2820225.0,2820246.0,2820115.0,2819773.0,2819418.0,2818973.0,2819070.0,2819069.0,2818924.0,2818907.0,2819694.0,2820276.0,2820253.0,2819212.0,2817310.0,2815015.0,2813058.0,2812587.0,2808661.0,2805700.0,2802573.0,2800245.0,2799060.0,2798256.0,2797785.0,2796999.0,2796870.0,2796872.0,2796971.0,2797001.0,2796912.0,2796733.0
Salem - OR,405997.3125,407381.59375,409525.09375,411669.90625,413826.8125,415933.1875,417730.0,419515.09375,421248.59375,422973.375,424344.3125,425682.59375,427018.40625,428339.59375,428991.40625,429627.90625,430242.0,430875.21875,431753.125,432599.6875,433353.0,434306.0,434997.5,435628.21875,436310.6875,437224.0,436865.21875,436656.59375,436422.0,436312.0,436312.28125,436371.875,436483.5,436546.0,436880.8125,437441.59375,438241.09375,439097.5,439993.0,440874.3125
Salinas - CA,433892.5,434602.125,435586.40625,436573.6875,437575.71875,438526.0,438815.625,439093.6875,439318.90625,439536.5,439609.09375,439648.71875,439686.40625,439709.90625,439872.59375,440020.125,440145.0,440290.0,439925.0,439527.40625,439035.0,438322.0,437992.71875,437602.5,437264.8125,437158.0,435959.0,434910.0,433835.21875,432884.0,432286.09375,431747.0,431259.3125,430723.0,430620.78125,430693.78125,430814.78125,430960.59375,431149.28125,431345.21875
Salisbury - MD,391449.875,392531.40625,393764.40625,394998.6875,396245.0,397443.0,398733.625,400013.0,401243.1875,402465.21875,403905.5,405314.59375,406720.875,408113.0,409492.71875,410857.21875,412199.5,413559.375,415105.40625,416620.90625,418046.0,419277.0,421887.59375,424438.6875,427039.625,429867.0,432139.59375,434560.09375,436954.90625,439475.0,441394.90625,443374.5,445407.1875,447390.0,447939.3125,448466.0,448984.59375,449526.0,450005.8125,450521.6875
Salt Lake City - UT,1172913.0,1176724.0,1182187.0,1187659.0,1193174.0,1198549.0,1203953.0,1209329.0,1214563.0,1219778.0,1223838.0,1227809.0,1231777.0,1235708.0,1239109.0,1242469.0,1245768.0,1249125.0,1252209.0,1255207.0,1257936.0,1260338.0,1260915.0,1261316.0,1261868.0,1263087.0,1263568.0,1264483.0,1265323.0,1266524.0,1266690.0,1267028.0,1267517.0,1267864.0,1269430.0,1272609.0,1277294.0,1282008.0,1286744.0,1291473.0
San Antonio - TX,2360212.0,2372041.0,2382974.0,2393912.0,2404920.0,2415634.0,2426444.0,2437183.0,2447622.0,2458008.0,2467576.0,2476952.0,2486311.0,2495583.0,2504149.0,2512622.0,2520959.0,2529405.0,2539293.0,2548994.0,2558143.0,2568526.0,2577444.0,2586001.0,2594863.0,2605100.0,2617023.0,2629843.0,2642507.0,2655928.0,2668665.0,2681227.0,2693034.0,2703999.0,2713115.0,2721243.0,2729250.0,2737319.0,2745397.0,2753451.0
San Diego - CA,3261821.0,3268558.0,3273616.0,3278686.0,3283858.0,3288634.0,3291176.0,3293630.0,3295682.0,3297675.0,3300095.0,3302266.0,3304420.0,3306465.0,3304827.0,3303075.0,3301154.0,3299383.0,3299530.0,3299437.0,3298634.0,3295298.0,3289794.0,3283833.0,3278268.0,3274432.0,3274138.0,3274969.0,3275604.0,3277176.0,3274939.0,3273146.0,3271744.0,3269973.0,3271644.0,3274600.0,3278127.0,3282184.0,3286515.0,3290770.0
San Francisco - CA,1630322.0,1635469.0,1638228.0,1640996.0,1643818.0,1646443.0,1648405.0,1650323.0,1652043.0,1653733.0,1654420.0,1654982.0,1655537.0,1656039.0,1655011.0,1653926.0,1652756.0,1651662.0,1647443.0,1643102.0,1638407.0,1632997.0,1612378.0,1591541.0,1570901.0,1551084.0,1547026.0,1543500.0,1539882.0,1536703.0,1536158.0,1535821.0,1535667.0,1535341.0,1539464.0,1544215.0,1549142.0,1554164.0,1559246.0,1564268.0
San Jose - CA,1983174.0,1989927.0,1993825.0,1997735.0,2001712.0,2005451.0,2007400.0,2009296.0,2010951.0,2012571.0,2013441.0,2014161.0,2014871.0,2015518.0,2013949.0,2012311.0,2010568.0,2008916.0,2006343.0,2003622.0,2000468.0,1995698.0,1984571.0,1973170.0,1962010.0,1951882.0,1949822.0,1948433.0,1946928.0,1945978.0,1945666.0,1945618.0,1945802.0,1945767.0,1949221.0,1953473.0,1957951.0,1962549.0,1967235.0,1971850.0
Santa Barbara - CA,443498.40625,444331.6875,444901.625,445474.09375,446061.09375,446594.90625,446904.90625,447203.1875,447447.5,447684.0,447794.3125,447871.0,447945.8125,448006.1875,448135.5,448249.5,448340.3125,448451.8125,448431.3125,448378.375,448229.0,448424.0,445659.3125,442833.40625,440061.40625,437521.0,438988.09375,440605.59375,442197.0,443915.0,443191.40625,442528.09375,441917.375,441257.0,440934.8125,440791.90625,440698.21875,440629.5,440629.6875,440662.59375
Santa Rosa - CA,499974.3125,500461.21875,500845.40625,501232.09375,501634.78125,501977.375,501878.5,501766.28125,501593.5,501411.90625,500116.40625,498783.6875,497449.1875,496099.3125,494793.5,493471.0,492123.8125,490799.59375,490212.8125,489590.40625,488863.0,488282.0,487298.625,486247.8125,485255.3125,484519.0,483911.59375,483470.625,483000.875,482669.0,482390.40625,482177.40625,482021.90625,481812.0,481298.09375,480979.625,480714.1875,480475.90625,480324.3125,480220.21875
Sarasota - FL,756659.8125,761216.8125,765977.125,770735.3125,775512.375,780190.4375,783896.3125,787577.0,791157.5625,794718.8125,798089.625,801396.0,804694.25,807961.9375,811668.875,815342.6875,818968.875,822627.0,826426.5625,830162.75,833716.0,837856.0,843906.1875,849837.0,855867.375,862352.0,869434.0,876812.8125,884139.75,891720.875,896663.3125,901495.1875,905969.4375,910108.0,911637.375,912774.1875,913619.625,914498.875,915593.875,916903.1875
Savannah - GA,381395.5,383274.59375,384856.28125,386441.59375,388040.8125,389595.09375,390668.5,391732.5,392750.21875,393761.59375,394804.28125,395818.21875,396831.375,397832.5,399060.21875,400275.21875,401470.625,402685.21875,403437.1875,404160.71875,404798.0,405301.0,406297.21875,407236.59375,408224.3125,409428.0,411517.09375,413746.875,415952.3125,418277.0,419885.5,421550.8125,423266.59375,424935.0,426478.3125,427939.21875,429336.0,430607.0,431744.8125,432749.0
Scranton - PA,566557.6875,566634.5,566700.8125,566767.5625,566837.125,566897.5625,566971.6875,567043.875,567106.875,567168.8125,567232.125,567289.8125,567347.4375,567402.5625,567433.3125,567461.5,567486.0,567514.25,567538.0,567556.5,567559.0,566788.0,567064.1875,567261.3125,567526.1875,568091.0,567965.6875,568035.5625,568071.6875,568270.0,568480.0,568767.0,569122.0625,569413.0,568896.5,568455.625,568137.0625,567899.0,567754.25,567665.0
Seattle - WA,3735599.0,3751814.0,3771357.0,3790919.0,3810604.0,3829833.0,3847421.0,3864910.0,3881932.0,3898882.0,3911276.0,3923377.0,3935461.0,3947417.0,3957432.0,3967309.0,3976982.0,3986834.0,3997954.0,4008788.0,4018762.0,4027804.0,4024621.0,4020878.0,4017618.0,4016479.0,4019217.0,4023334.0,4027213.0,4032242.0,4034853.0,4038011.0,4041651.0,4044837.0,4059700.0,4074563.0,4089657.0,4105382.75,4120994.25,4135151.0
Shreveport - LA,444747.8125,444512.21875,443859.90625,443210.125,442574.8125,441886.6875,441324.71875,440751.09375,440124.375,439490.21875,438639.3125,437755.71875,436870.40625,435971.3125,435195.40625,434404.6875,433592.0,432799.28125,432042.375,431253.90625,430373.0,429394.0,428225.09375,426996.875,425820.09375,424868.0,423641.6875,422561.1875,421455.59375,420470.0,419929.8125,419446.59375,419013.40625,418533.0,418568.125,418624.90625,418715.0,418831.59375,418937.0,419000.21875
Spokane - WA,550414.4375,552194.1875,554682.375,557175.75,559689.25,562137.875,564788.1875,567426.0625,569997.625,572560.8125,575046.0,577490.125,579933.6875,582360.5,585005.1875,587632.0,590230.3125,592857.4375,595035.8125,597173.5625,599185.0,601268.0,602653.3125,603954.3125,605327.0,607020.0,608123.25,609435.0,610710.6875,612161.0,612702.25,613326.75,614024.4375,614653.0,615738.5625,616747.9375,617653.0,618557.1875,619488.125,620430.9375
Springfield - MA,632282.3125,632166.0625,632016.3125,631869.875,631743.75,631542.1875,631387.5625,631216.1875,630968.625,630709.875,630900.3125,631043.375,631183.75,631303.875,630843.6875,630361.5625,629847.4375,629361.875,629027.75,628647.875,628133.0,610927.0,614639.0,618264.3125,621962.25,625990.0,625124.3125,624473.6875,623785.875,623276.0,623072.1875,622952.875,622908.0625,622793.0,622913.3125,623103.8125,623375.6875,623638.3125,623956.5,624282.75
Springfield - MO,456139.59375,457160.09375,457767.0,458376.40625,459000.5,459569.78125,460676.6875,461771.5,462810.40625,463841.09375,464937.8125,465999.6875,467059.5,468104.1875,469176.09375,470231.6875,471263.09375,472315.78125,473411.09375,474472.5,475432.0,476371.0,477659.78125,478881.59375,480160.1875,481693.0,482857.90625,484188.5,485490.28125,486931.0,487896.5,488928.0,490018.0,491053.0,491667.375,492331.0,493113.3125,493888.3125,494680.5,495428.3125
Stamford - CT,953570.625,954065.8125,954313.4375,954566.25,954849.6875,955019.25,955149.0,955253.5,955242.625,955214.75,955923.8125,956561.375,957195.3125,957798.5625,957808.25,957784.625,957711.6875,957682.5,957709.75,957667.4375,957419.0,950009.5625,951879.875,953617.0,955467.5,957823.5,957655.6875,957817.0,957921.3125,958299.0625,958733.5625,959298.1875,959977.1875,960548.25,959946.0,959393.0,959083.6875,958851.1875,958637.375,958951.75
Stockton - CA,726183.75,729115.4375,732087.6875,735066.0,738070.125,740987.9375,743996.1875,746987.125,749889.6875,752780.5625,755442.6875,758050.0,760655.5625,763238.25,765777.3125,768291.375,770767.5,773280.0,775355.6875,777377.0625,779233.0,780617.0,782482.8125,784239.0625,786088.625,788354.0,789602.4375,791121.5625,792594.0,794293.0,795854.9375,797524.625,799289.6875,800965.0,802101.3125,803550.75,805120.9375,806760.0,808362.625,809907.4375
Syracuse - NY,667045.5,666765.0625,666258.9375,665755.3125,665272.25,664709.0,664301.875,663876.375,663369.875,662851.0625,663059.6875,663218.375,663374.3125,663508.75,663363.375,663194.875,662991.8125,662818.75,662645.0,662422.5,662057.0,659556.0,658922.75,658197.8125,657551.8125,657253.0,656498.5,655969.75,655401.9375,655021.0,654417.5,653902.875,653466.1875,652956.0,652359.375,651694.0625,650958.6875,650260.0,649668.1875,649266.4375
Tallahassee - FL,375537.40625,375957.21875,376085.59375,376215.90625,376358.0,376454.90625,377450.90625,378436.09375,379374.6875,380305.59375,380468.09375,380601.8125,380733.625,380852.90625,381414.0,381961.3125,382488.40625,383032.1875,383500.5,383940.71875,384298.0,385658.0,386302.1875,386892.5,387528.6875,388370.0,388889.3125,389542.125,390171.8125,390913.0,391496.875,392031.59375,392410.40625,392645.0,393507.6875,394202.09375,394771.5,395356.40625,395913.78125,396445.8125
Tampa - FL,2949802.0,2962301.0,2977115.0,2991927.0,3006818.0,3021332.0,3034466.0,3047505.0,3060160.0,3072743.0,3083197.0,3093406.0,3103588.0,3113657.0,3122149.0,3130523.0,3138723.0,3147054.0,3156849.0,3166408.0,3175275.0,3187828.0,3198110.0,3207943.0,3218157.0,3230074.0,3244419.0,3259876.0,3275139.0,3291341.0,3305521.0,3319290.0,3331742.0,3342963.0,3353459.0,3362542.0,3370579.0,3378768.0,3386766.0,3394554.0
Toledo - OH,608962.25,608770.375,608808.3125,608849.4375,608910.125,608898.0625,608732.8125,608551.375,608296.3125,608030.5625,607811.5625,607546.8125,607279.5,606992.625,606882.0625,606750.6875,606588.0625,606453.1875,606454.875,606412.625,606240.0,605761.0,604840.5625,603836.3125,602904.5,602291.0,601667.9375,601251.5625,600799.625,600519.0,600344.5,600251.375,600230.0,600141.0,600269.25,600433.4375,600622.375,600809.5,600975.6875,601116.5
Trenton - NJ,378696.59375,378980.5,379378.6875,379778.6875,380191.0,380557.59375,381217.40625,381867.625,382472.1875,383070.3125,383636.09375,384173.40625,384709.28125,385232.90625,385539.0,385831.375,386103.59375,386393.0,386755.40625,387089.5,387340.0,386466.0,385358.78125,384198.3125,383084.09375,382172.0,381709.5,381378.21875,381024.28125,380779.0,380951.1875,381175.125,381444.5,381671.0,382496.09375,383329.71875,384196.0,385079.09375,385877.8125,386569.6875
Tucson - AZ,1002881.0,1003671.0,1005124.0,1006580.0,1008067.0,1009432.0,1011562.0,1013663.0,1015639.0,1017595.0,1019837.0,1022000.0,1024157.0,1026277.0,1028663.9375,1031011.9375,1033303.9375,1035640.0,1038365.0,1041011.9375,1043433.0,1045175.0625,1046017.9375,1046715.9375,1047537.9375,1048914.0,1050740.0,1052926.0,1055050.0,1057476.0,1058756.0,1060180.0,1061731.0,1063162.0,1064530.0,1066050.0,1067819.0,1069634.0,1071464.0,1073256.0
Tulsa - OK,984951.5,988049.1875,990202.0,992360.75,994552.6875,996626.3125,997573.625,998494.875,999296.0,1000080.0,1000897.0,1001640.0,1002378.0,1003085.0,1004614.0,1006109.0,1007553.0,1009043.0,1011259.0,1013403.0,1015331.0,1017350.0,1019377.0,1021261.0,1023266.0,1025813.0,1027563.9375,1029668.0,1031709.9375,1034048.0,1036587.0625,1039266.0,1042069.9375,1044756.9375,1046017.9375,1047240.9375,1048496.0,1049882.0,1051446.0,1053026.0
Vallejo-Fairfield - CA,435930.78125,437165.40625,438670.5,440178.71875,441702.09375,443173.40625,444530.59375,445877.0,447170.1875,448456.09375,449212.0,449934.59375,450655.6875,451362.5,451870.21875,452362.625,452831.90625,453322.125,453432.8125,453510.59375,453491.0,452723.0,452166.0,451546.21875,450980.5,450653.0,450076.28125,449654.3125,449205.59375,448885.0,448908.375,448992.71875,449130.625,449218.0,449410.09375,449785.0,450236.3125,450738.5,451230.09375,451687.59375
Ventura - CA,846815.4375,847663.375,847979.0,848299.0625,848646.625,848892.5625,849279.8125,849644.6875,849906.8125,850153.875,849920.5,849623.3125,849322.5625,848994.5,848212.25,847400.5625,846545.6875,845729.625,845202.1875,844613.25,843843.0,843371.0,842322.375,841156.8125,840092.125,839471.0,837570.3125,835957.6875,834295.5,832871.0,831939.875,831121.6875,830402.5625,829590.0,829267.25,829281.9375,829389.0,829543.5,829790.125,830060.8125
Visalia - CA,459427.0,460005.40625,460655.21875,461307.71875,461975.40625,462588.0,463497.90625,464395.90625,465238.09375,466072.375,466750.6875,467394.28125,468036.09375,468663.09375,469127.28125,469575.5,469999.6875,470445.5,471392.0,472305.0,473117.0,473914.0,474688.0,475395.6875,476159.90625,477176.0,477210.125,477408.1875,477577.90625,477884.0,478216.1875,478613.3125,479067.59375,479468.0,479316.71875,479360.40625,479457.6875,479582.5,479803.3125,480081.21875
Washington - DC,6061979.0,6079176.0,6095354.0,6111588.0,6128042.0,6143795.0,6161133.0,6178338.0,6194830.0,6211236.0,6226305.0,6240932.0,6255551.0,6269990.0,6285298.0,6300412.0,6315224.0,6330340.0,6344739.0,6358701.0,6371325.0,6353226.0,6352560.0,6351009.0,6350218.0,6352782.0,6352797.0,6354995.0,6356815.0,6360450.0,6369414.0,6379242.0,6389831.0,6399703.0,6414474.0,6429801.0,6445454.0,6461422.0,6477537.0,6493433.0
Wichita - KS,646099.4375,646861.5625,647443.75,648029.5,648636.25,649165.5625,649231.0,649279.1875,649249.0,649207.25,649321.6875,649387.5,649450.375,649492.5,650247.0625,650979.375,651678.375,652407.25,653376.125,654298.1875,655080.0,655951.0,655857.1875,655672.125,655565.3125,655805.0,655872.6875,656165.5625,656419.625,656861.0,657559.3125,658346.8125,659213.0,660005.0,660387.875,660813.3125,661303.125,661793.8125,662274.1875,662708.625
Winston-Salem - NC,655312.0,655953.0,657061.5625,658173.375,659305.9375,660359.0625,661685.5,662994.0625,664222.0,665437.625,666433.6875,667379.5,668321.75,669242.1875,670348.875,671431.875,672479.9375,673557.8125,674441.5625,675276.5,675966.0,677134.0,678452.6875,679676.5,680981.0625,682646.0,683979.5,685547.625,687075.0,688799.0,690414.6875,692123.875,693915.875,695630.0,696477.5,697245.1875,697927.1875,698684.6875,699430.4375,700173.5625
Worcester - MA,949839.1875,951309.0625,952756.25,954204.6875,955659.75,957092.75,958577.875,960058.3125,961516.75,962972.25,964456.75,965927.625,967398.0625,968863.25,970256.25,971643.125,973020.6875,974407.3125,975803.3125,977186.125,978529.0,975319.6875,975997.3125,976538.6875,977196.6875,978371.1875,978364.9375,978694.5625,978966.1875,979517.375,980453.4375,981522.25,982708.5,983784.1875,984464.125,985253.4375,986182.3125,987105.5625,988134.875,989233.0
York - PA,445220.6875,445667.90625,446323.6875,446982.3125,447655.59375,448275.78125,448920.28125,449553.3125,450132.375,450703.71875,451484.1875,452231.1875,452976.71875,453707.875,454064.3125,454405.21875,454722.90625,455061.5,455574.71875,456055.21875,456438.0,456720.0,457295.8125,457807.71875,458374.125,459183.0,459511.90625,459998.59375,460458.0,461049.0,461885.1875,462783.90625,463738.0,464640.0,464924.09375,465270.125,465716.3125,466229.0,466772.3125,467315.3125
Youngstown - OH,555457.5625,554600.25,553700.0625,552802.1875,551921.1875,550973.5625,550357.9375,549726.9375,549029.125,548321.0,547717.3125,547072.0,546423.8125,545757.625,545120.9375,544465.0,543780.5625,543120.75,542560.625,541960.3125,541243.0,540240.0,539647.5625,538980.25,538377.375,538059.0,537329.6875,536785.0,536208.625,535785.0,535385.375,535058.5,534795.3125,534472.0,533530.5,532649.75,531807.9375,530972.4375,530236.1875,529574.5
