Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
Akron - OH,190.0,0.0,192.0,44.0,0.0,6.0,0.0,0.0,127.0,42.0,0.0,92.0,96.0,107.0,0.0,0.0,429.0,267.0,63.0,0.0,162.0,47.0,12.0,100.0,248.0,0.0,281.0,0.0,9.0,298.0,0.0,48.0,0.0,249.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Albany - NY,579.0,410.0,116.0,89.0,57.0,330.0,495.0,195.0,183.0,116.0,535.0,399.0,350.0,478.0,310.0,326.0,180.0,6.0,143.0,141.0,194.0,147.0,0.0,857.0,117.0,359.0,287.0,357.0,141.0,400.0,221.0,84.0,188.0,107.0,72.0,46.0,0.0,0.0,83.0,136.0,692.0,,0.0,,,,,,,,,,,,,,,,,,,
Albuquerque - NM,69.0,33.0,27.0,36.0,304.0,82.0,0.0,129.0,0.0,128.0,0.0,52.0,0.0,92.0,376.0,102.0,72.0,0.0,48.0,0.0,248.0,439.0,146.0,288.0,235.0,0.0,469.0,589.0,455.0,215.0,30.0,11.0,141.0,70.0,255.0,344.0,0.0,0.0,0.0,190.0,420.0,,0.0,,,,,,,,,,,,,,,,,,,
Anchorage - AK,84.0,0.0,33.0,48.0,11.0,0.0,0.0,0.0,85.0,0.0,0.0,50.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,48.0,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Asheville - NC,168.0,399.0,375.0,673.0,309.0,0.0,290.0,352.0,0.0,255.0,671.0,113.0,838.0,26.0,0.0,190.0,502.0,12.0,0.0,212.0,502.0,93.0,280.0,314.0,431.0,148.0,315.0,187.0,635.0,6.0,86.0,250.0,990.0,798.0,198.0,507.0,644.0,279.0,139.0,156.0,480.0,,0.0,,,,,,,,,,,,,,,,,,,
Atlanta - GA,4703.0,4936.0,2781.0,3008.0,2089.0,3039.0,2188.0,1018.0,2964.0,4288.0,3160.0,2457.0,3527.0,1980.0,1489.0,2685.0,2498.0,3879.0,2023.0,3548.0,4057.0,5021.0,4708.0,6604.0,6875.0,6406.0,5960.0,7317.0,5242.0,6496.0,2611.0,4940.0,4408.0,3180.0,2671.0,1253.0,4362.0,2496.0,3442.0,2649.0,1995.0,,303.0,,,,,,,,,,,,,,,,,,,
Augusta - GA,0.0,63.0,428.0,0.0,0.0,0.0,312.0,0.0,333.0,228.0,0.0,0.0,261.0,0.0,304.0,266.0,1107.0,0.0,155.0,0.0,1544.0,0.0,147.0,523.0,264.0,310.0,202.0,75.0,303.0,245.0,205.0,173.0,835.0,76.0,336.0,0.0,343.0,0.0,0.0,0.0,140.0,,0.0,,,,,,,,,,,,,,,,,,,
Austin - TX,4313.0,3256.0,1097.0,2542.0,2854.0,1375.0,2514.0,2247.0,2038.0,1923.0,3954.0,2644.0,4036.0,5286.0,2909.0,4361.0,4343.0,3362.0,3286.0,2124.0,7236.0,6591.0,5137.0,2630.0,8980.0,7688.0,6398.0,7622.0,9055.0,3262.0,3639.0,3854.0,2563.0,3067.0,4668.0,1371.0,3085.0,2701.0,2247.0,1496.0,1911.0,,0.0,,,,,,,,,,,,,,,,,,,
Bakersfield - CA,44.0,0.0,0.0,0.0,0.0,0.0,216.0,12.0,0.0,228.0,0.0,40.0,238.0,144.0,174.0,490.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,52.0,242.0,184.0,7.0,58.0,0.0,228.0,0.0,0.0,374.0,0.0,24.0,520.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Baltimore - MD,1708.0,978.0,795.0,1634.0,350.0,914.0,915.0,105.0,1192.0,194.0,1184.0,1161.0,1482.0,263.0,90.0,684.0,604.0,206.0,532.0,840.0,66.0,1315.0,129.0,283.0,1320.0,320.0,1845.0,867.0,727.0,975.0,368.0,974.0,741.0,0.0,0.0,170.0,1411.0,293.0,206.0,150.0,739.0,,0.0,,,,,,,,,,,,,,,,,,,
Baton Rouge - LA,272.0,376.0,336.0,242.0,626.0,0.0,204.0,88.0,0.0,847.0,212.0,0.0,0.0,210.0,0.0,126.0,463.0,0.0,0.0,155.0,170.0,168.0,0.0,357.0,58.0,340.0,244.0,277.0,121.0,424.0,592.0,264.0,364.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,336.0,,0.0,,,,,,,,,,,,,,,,,,,
Beaumont - TX,0.0,0.0,26.0,0.0,0.0,0.0,80.0,0.0,286.0,122.0,0.0,10.0,98.0,0.0,0.0,157.0,0.0,0.0,624.0,170.0,84.0,0.0,0.0,0.0,0.0,118.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Birmingham - AL,0.0,131.0,0.0,0.0,0.0,0.0,318.0,0.0,64.0,0.0,59.0,63.0,249.0,562.0,228.0,104.0,273.0,289.0,0.0,188.0,610.0,241.0,304.0,283.0,331.0,562.0,647.0,729.0,155.0,0.0,0.0,806.0,270.0,0.0,702.0,27.0,0.0,289.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Boise - ID,988.0,609.0,209.0,557.0,547.0,464.0,656.0,512.0,753.0,228.0,636.0,835.0,432.0,917.0,595.0,594.0,1178.0,548.0,475.0,302.0,939.0,611.0,319.0,617.0,1808.0,1118.0,886.0,1127.0,549.0,287.0,269.0,199.0,123.0,0.0,653.0,338.0,413.0,14.0,688.0,156.0,552.0,,0.0,,,,,,,,,,,,,,,,,,,
Boston - MA,1086.0,1880.0,1523.0,3472.0,2668.0,2388.0,2198.0,3706.0,3265.0,3050.0,2830.0,3387.0,2841.0,1949.0,1310.0,2241.0,1889.0,599.0,1172.0,1555.0,2625.0,1870.0,1944.0,2120.0,1858.0,3764.0,1905.0,1903.0,1991.0,2342.0,1181.0,1050.0,2024.0,3468.0,1661.0,3056.0,960.0,1734.0,1688.0,1836.0,1159.0,,36.0,,,,,,,,,,,,,,,,,,,
Brownsville-Harlingen - TX,0.0,0.0,28.0,112.0,0.0,112.0,0.0,60.0,43.0,0.0,16.0,0.0,200.0,0.0,0.0,16.0,0.0,0.0,62.0,0.0,12.0,106.0,166.0,72.0,161.0,0.0,22.0,48.0,17.0,26.0,34.0,36.0,6.0,36.0,0.0,106.0,206.0,14.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Buffalo - NY,301.0,334.0,389.0,91.0,363.0,16.0,543.0,251.0,315.0,325.0,74.0,129.0,446.0,142.0,303.0,349.0,178.0,533.0,183.0,46.0,221.0,64.0,189.0,168.0,119.0,1167.0,41.0,50.0,203.0,170.0,104.0,59.0,82.0,84.0,198.0,44.0,205.0,251.0,257.0,96.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Canton - OH,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Charleston - SC,858.0,2566.0,1296.0,916.0,350.0,488.0,631.0,1520.0,690.0,1203.0,210.0,826.0,900.0,739.0,264.0,146.0,3151.0,348.0,1524.0,768.0,775.0,1480.0,861.0,518.0,405.0,572.0,952.0,2081.0,1821.0,1484.0,566.0,278.0,464.0,71.0,540.0,70.0,934.0,725.0,0.0,587.0,189.0,,0.0,,,,,,,,,,,,,,,,,,,
Charlotte - NC,3533.0,2775.0,2032.0,1645.0,3165.0,2637.0,1930.0,2424.0,3098.0,1359.0,1090.0,2004.0,3524.0,1201.0,1006.0,1305.0,4042.0,3654.0,1812.0,2155.0,4161.0,2138.0,2517.0,5667.0,6647.0,4671.0,5562.0,4095.0,4058.0,3852.0,3589.0,2269.0,2529.0,2284.0,3711.0,3133.0,2266.0,2790.0,1840.0,2595.0,900.0,,0.0,,,,,,,,,,,,,,,,,,,
Chattanooga - TN,141.0,510.0,380.0,487.0,0.0,190.0,814.0,0.0,65.0,36.0,204.0,161.0,327.0,94.0,313.0,15.0,263.0,261.0,0.0,10.0,401.0,89.0,363.0,87.0,732.0,399.0,636.0,34.0,616.0,673.0,495.0,167.0,52.0,0.0,0.0,242.0,155.0,400.0,0.0,230.0,403.0,,0.0,,,,,,,,,,,,,,,,,,,
Chicago - IL,1656.0,3523.0,3828.0,2598.0,2917.0,3582.0,2782.0,2253.0,497.0,1981.0,5363.0,2015.0,2391.0,2250.0,1440.0,1061.0,2937.0,1818.0,2508.0,1234.0,1209.0,1572.0,1892.0,2280.0,4252.0,3016.0,2309.0,2463.0,2407.0,969.0,972.0,1788.0,1563.0,1166.0,1241.0,1397.0,1463.0,1496.0,2036.0,1490.0,1173.0,,80.0,,,,,,,,,,,,,,,,,,,
Cincinnati - OH,723.0,1519.0,539.0,495.0,274.0,258.0,311.0,221.0,202.0,246.0,130.0,1287.0,134.0,436.0,789.0,644.0,412.0,438.0,683.0,550.0,1132.0,424.0,1170.0,581.0,801.0,1274.0,993.0,531.0,1142.0,684.0,814.0,170.0,809.0,501.0,1138.0,1548.0,944.0,174.0,1230.0,273.0,156.0,,0.0,,,,,,,,,,,,,,,,,,,
Cleveland - OH,0.0,599.0,615.0,525.0,639.0,548.0,511.0,122.0,73.0,393.0,144.0,590.0,307.0,274.0,344.0,207.0,473.0,182.0,364.0,20.0,850.0,0.0,1083.0,586.0,66.0,1035.0,533.0,235.0,650.0,393.0,423.0,44.0,1981.0,0.0,237.0,35.0,382.0,401.0,111.0,252.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Colorado Springs - CO,0.0,264.0,223.0,289.0,291.0,244.0,276.0,28.0,401.0,307.0,740.0,0.0,194.0,484.0,0.0,487.0,304.0,13.0,140.0,759.0,1037.0,1094.0,612.0,597.0,1549.0,843.0,1004.0,1911.0,542.0,841.0,636.0,370.0,560.0,163.0,140.0,397.0,0.0,196.0,0.0,717.0,546.0,,0.0,,,,,,,,,,,,,,,,,,,
Columbia - SC,0.0,0.0,0.0,727.0,0.0,12.0,285.0,204.0,575.0,0.0,0.0,116.0,58.0,0.0,0.0,30.0,90.0,32.0,0.0,0.0,251.0,50.0,588.0,52.0,49.0,510.0,0.0,522.0,0.0,56.0,198.0,7.0,403.0,383.0,308.0,288.0,582.0,391.0,494.0,55.0,201.0,,0.0,,,,,,,,,,,,,,,,,,,
Columbus - OH,1270.0,1276.0,1889.0,1080.0,1296.0,1883.0,1427.0,904.0,1001.0,1152.0,1463.0,2214.0,1354.0,1489.0,1166.0,1267.0,1937.0,997.0,906.0,1731.0,2272.0,1850.0,949.0,1074.0,1922.0,2901.0,2096.0,1337.0,2218.0,2770.0,2456.0,996.0,2095.0,1077.0,2491.0,1870.0,2058.0,4734.0,1927.0,974.0,66.0,,0.0,,,,,,,,,,,,,,,,,,,
Corpus Christi - TX,574.0,552.0,0.0,126.0,72.0,224.0,0.0,426.0,276.0,0.0,0.0,6.0,549.0,449.0,0.0,159.0,336.0,0.0,0.0,5.0,206.0,264.0,82.0,0.0,0.0,349.0,144.0,0.0,732.0,240.0,0.0,336.0,410.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Dallas-Fort Worth - TX,7283.0,5047.0,5258.0,9615.0,8029.0,4675.0,4015.0,9019.0,5468.0,8487.0,6689.0,7064.0,5379.0,7215.0,6547.0,4664.0,9655.0,7818.0,2471.0,4492.0,10488.0,8676.0,7447.0,5841.0,10796.0,9697.0,8073.0,10482.0,10891.0,9906.0,7302.0,6667.0,8764.0,5441.0,7665.0,5941.0,6140.0,6056.0,8356.0,5222.0,1394.0,,281.0,,,,,,,,,,,,,,,,,,,
Dayton - OH,0.0,0.0,364.0,203.0,0.0,94.0,312.0,0.0,84.0,0.0,194.0,0.0,0.0,360.0,308.0,0.0,536.0,0.0,71.0,0.0,0.0,143.0,0.0,0.0,158.0,702.0,184.0,106.0,19.0,141.0,18.0,0.0,111.0,0.0,310.0,148.0,764.0,480.0,544.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Daytona Beach - FL,360.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,276.0,289.0,1007.0,319.0,380.0,256.0,1014.0,57.0,0.0,283.0,288.0,78.0,960.0,91.0,621.0,689.0,699.0,300.0,480.0,251.0,483.0,322.0,949.0,890.0,204.0,760.0,294.0,644.0,82.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Denver - CO,2739.0,1781.0,4831.0,3269.0,2108.0,3017.0,2430.0,2200.0,2861.0,3044.0,1814.0,1137.0,1002.0,2731.0,2227.0,2346.0,2712.0,2040.0,2564.0,1649.0,2209.0,3967.0,2956.0,2630.0,6553.0,4409.0,4455.0,3525.0,5488.0,1397.0,1922.0,1240.0,1763.0,1211.0,2703.0,1020.0,1541.0,3695.0,2049.0,1690.0,643.0,,275.0,,,,,,,,,,,,,,,,,,,
Des Moines - IA,785.0,531.0,1261.0,886.0,572.0,709.0,101.0,786.0,56.0,1138.0,366.0,76.0,7.0,34.0,87.0,273.0,301.0,757.0,184.0,939.0,301.0,196.0,283.0,429.0,336.0,730.0,323.0,540.0,1367.0,40.0,297.0,37.0,387.0,822.0,668.0,631.0,419.0,411.0,338.0,179.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Detroit - MI,916.0,603.0,541.0,251.0,106.0,832.0,550.0,127.0,167.0,1060.0,485.0,852.0,891.0,1002.0,522.0,1144.0,714.0,300.0,449.0,1480.0,498.0,738.0,99.0,455.0,1489.0,57.0,691.0,380.0,2889.0,538.0,360.0,177.0,111.0,189.0,1017.0,190.0,875.0,191.0,65.0,0.0,204.0,,0.0,,,,,,,,,,,,,,,,,,,
Durham - NC,734.0,0.0,330.0,0.0,418.0,492.0,925.0,0.0,260.0,0.0,1050.0,812.0,357.0,44.0,630.0,276.0,709.0,174.0,941.0,207.0,221.0,683.0,719.0,181.0,975.0,304.0,0.0,722.0,1511.0,2238.0,958.0,590.0,0.0,930.0,370.0,122.0,774.0,223.0,0.0,400.0,1002.0,,0.0,,,,,,,,,,,,,,,,,,,
East Bay - CA,540.0,322.0,713.0,1233.0,675.0,1029.0,1063.0,1443.0,1706.0,1905.0,1066.0,288.0,520.0,765.0,1268.0,1316.0,846.0,358.0,223.0,392.0,766.0,460.0,911.0,101.0,957.0,919.0,142.0,966.0,189.0,121.0,37.0,9.0,247.0,362.0,293.0,0.0,704.0,136.0,67.0,0.0,216.0,,0.0,,,,,,,,,,,,,,,,,,,
El Paso - TX,0.0,0.0,14.0,410.0,32.0,0.0,15.0,26.0,48.0,189.0,0.0,385.0,182.0,164.0,0.0,0.0,213.0,0.0,92.0,234.0,39.0,0.0,265.0,176.0,211.0,0.0,0.0,520.0,302.0,0.0,0.0,222.0,276.0,0.0,128.0,0.0,268.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Fayetteville - NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,412.0,201.0,0.0,264.0,64.0,708.0,10.0,0.0,407.0,0.0,72.0,0.0,144.0,312.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Flint - MI,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,14.0,0.0,0.0,0.0,0.0,110.0,0.0,10.0,0.0,0.0,0.0,130.0,48.0,0.0,0.0,50.0,89.0,0.0,344.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Fort Lauderdale - FL,742.0,1366.0,527.0,771.0,1442.0,376.0,687.0,605.0,477.0,2945.0,0.0,1682.0,1151.0,1642.0,921.0,380.0,1325.0,162.0,815.0,594.0,951.0,1784.0,1758.0,1251.0,1209.0,1506.0,1864.0,1952.0,383.0,620.0,995.0,746.0,573.0,1552.0,569.0,623.0,2734.0,286.0,300.0,0.0,348.0,,0.0,,,,,,,,,,,,,,,,,,,
Fort Myers - FL,124.0,0.0,0.0,252.0,255.0,804.0,0.0,494.0,370.0,339.0,1388.0,760.0,319.0,1318.0,724.0,333.0,1628.0,180.0,330.0,742.0,345.0,718.0,734.0,297.0,755.0,729.0,627.0,1581.0,2747.0,0.0,738.0,412.0,708.0,799.0,740.0,905.0,722.0,865.0,0.0,522.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Fort Wayne - IN,0.0,0.0,0.0,125.0,221.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,40.0,46.0,180.0,42.0,0.0,0.0,0.0,195.0,42.0,296.0,121.0,99.0,726.0,418.0,0.0,0.0,412.0,66.0,60.0,658.0,0.0,160.0,33.0,0.0,0.0,0.0,0.0,313.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Fresno - CA,8.0,25.0,0.0,16.0,373.0,296.0,162.0,80.0,216.0,319.0,0.0,168.0,19.0,52.0,123.0,0.0,198.0,158.0,296.0,186.0,651.0,0.0,133.0,0.0,330.0,80.0,151.0,132.0,286.0,263.0,8.0,0.0,246.0,64.0,63.0,0.0,80.0,0.0,0.0,0.0,28.0,,0.0,,,,,,,,,,,,,,,,,,,
Grand Rapids - MI,182.0,807.0,397.0,811.0,233.0,408.0,336.0,103.0,215.0,525.0,285.0,486.0,644.0,333.0,182.0,724.0,295.0,426.0,396.0,0.0,212.0,127.0,606.0,599.0,64.0,149.0,257.0,894.0,345.0,572.0,192.0,75.0,178.0,818.0,117.0,505.0,243.0,136.0,338.0,368.0,45.0,,0.0,,,,,,,,,,,,,,,,,,,
Greensboro - NC,5.0,211.0,168.0,525.0,390.0,188.0,0.0,0.0,0.0,0.0,538.0,211.0,0.0,336.0,0.0,247.0,230.0,312.0,0.0,0.0,312.0,32.0,264.0,201.0,365.0,411.0,0.0,0.0,341.0,345.0,766.0,0.0,718.0,271.0,596.0,305.0,54.0,431.0,283.0,0.0,414.0,,0.0,,,,,,,,,,,,,,,,,,,
Greenville - SC,29.0,313.0,775.0,0.0,824.0,227.0,0.0,396.0,1002.0,144.0,776.0,0.0,724.0,355.0,282.0,692.0,1197.0,540.0,803.0,380.0,1199.0,8.0,661.0,802.0,863.0,280.0,524.0,155.0,978.0,266.0,90.0,490.0,578.0,284.0,128.0,88.0,602.0,968.0,92.0,288.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Gulfport-Biloxi-Pascagoula - MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,40.0,152.0,106.0,0.0,0.0,0.0,36.0,131.0,0.0,0.0,21.0,0.0,156.0,325.0,0.0,0.0,35.0,144.0,0.0,62.0,403.0,0.0,0.0,0.0,0.0,136.0,,0.0,,,,,,,,,,,,,,,,,,,
Harrisburg - PA,360.0,55.0,24.0,52.0,16.0,0.0,0.0,282.0,150.0,340.0,53.0,260.0,74.0,42.0,183.0,158.0,0.0,216.0,39.0,112.0,407.0,0.0,0.0,22.0,664.0,680.0,120.0,0.0,515.0,84.0,112.0,0.0,335.0,111.0,0.0,0.0,219.0,48.0,0.0,216.0,162.0,,0.0,,,,,,,,,,,,,,,,,,,
